brand_key,chain,mall_id,mall_name,region
krispy krust,sm,sm-city-pampanga,SM City Pampanga,north-luzon
krispy krust,sm,sm-city-rosales,SM City Rosales,north-luzon
krispy krust,sm,sm-city-urdaneta-central,SM City Urdaneta Central,north-luzon
krispy krust empanada,sm,sm-center-dagupan,SM Center Dagupan,north-luzon
krispy krust empanada,sm,sm-city-baguio,SM City Baguio,north-luzon
krispy krust empanada,sm,sm-city-tarlac,SM City Tarlac,north-luzon
kristenzz,robinsons,robinsons-bacolod,Robinsons Place Bacolod,visayas
kristenzz,robinsons,robinsons-iloilo,Robinsons Place Iloilo,visayas
kristine,sm,sm-megamall,SM Megamall,metro-manila
kristine jewellery,megaworld,newport-city,Newport City,metro-manila
krizie ice jelly,sm,sm-city-bacolod,SM City Bacolod,visayas
kskin,ortigas,greenhills,Greenhills,metro-manila
kskin korean express facial,megaworld,lucky-chinatown-mall,Lucky Chinatown Mall,metro-manila
kskin korean express facial,sm,sm-city-caloocan,SM City Caloocan,metro-manila
kskin korean express facial,sm,sm-city-fairview,SM City Fairview,metro-manila
kskin korean express facial,sm,sm-city-manila,SM City Manila,metro-manila
kskin korean express facial,sm,sm-city-sucat,SM City Sucat,metro-manila
kskin korean express facial,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
ksyn fitness gym,megaworld,alabang-west-parade,Alabang West Parade,metro-manila
kt drinks,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
ktlystph clothings,ortigas,greenhills,Greenhills,metro-manila
ktv playbox,fishermall,malabon,Fisher Mall Malabon,metro-manila
kuanzhai alley,waltermart,macapagal,WalterMart W.MALL Macapagal,metro-manila
kublai khan,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
kuka,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
kukugalbi restaurant,sm,smdc-grace-mall,SMDC Grace Mall,metro-manila
kuletz,robinsons,robinsons-cagayan-de-oro,Robinsons Cagayan de Oro,mindanao
kultura,ortigas,greenhills,Greenhills,metro-manila
kultura,sm,sm-aura,SM Aura,metro-manila
kultura,sm,sm-city-cebu,SM City Cebu,visayas
kultura,sm,sm-city-puerto-princesa,SM City Puerto Princesa,south-luzon
kultura,sm,sm-lanang,SM Lanang,mindanao
kultura,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
kultura,sm,sm-megamall,SM Megamall,metro-manila
kultura,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
kultura,sm,the-podium,The Podium,metro-manila
kumon,ayala,ayala-circuit,Ayala Malls Circuit,metro-manila
kumon,ayala,ayala-cloverleaf,Ayala Malls Cloverleaf,metro-manila
kumon,ayala,ayala-solenad,Ayala Malls Nuvali,south-luzon
kumon,ayala,ayala-the-30th,Ayala Malls The 30th,metro-manila
kumon,filinvest,festival-mall,Festival Mall,metro-manila
kumon,fishermall,quezonave,Fisher Mall Quezon Avenue,metro-manila
kumon,megaworld,forbes-town,Forbes Town,metro-manila
kumon,robinsons,robinsons-malolos,Robinsons Place Malolos,north-luzon
kumon,robinsons,robinsons-sta-rosa,Robinsons Sta. Rosa,south-luzon
kumon,robinsons,robinsons-tuguegarao,Robinsons Place Tuguegarao,north-luzon
kumon,sm,sm-cherry-shaw,SM Center Shaw,metro-manila
kumon robinsons otis center,robinsons,robinsons-otis,Robinsons Otis,metro-manila
kumori,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
kumori,ayala,ayala-up-town-center,U. P. Town Center,metro-manila
kumori,filinvest,festival-mall,Festival Mall,metro-manila
kumori,ortigas,greenhills,Greenhills,metro-manila
kumori,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
kumori,robinsons,robinsons-malolos,Robinsons Place Malolos,north-luzon
kumori,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
kumori japanese bakery cafe,sm,sm-city-baguio,SM City Baguio,north-luzon
kumori japanese bakery cafe,sm,sm-city-clark,SM City Clark,north-luzon
kumori japanese bakery cafe,sm,sm-city-fairview,SM City Fairview,metro-manila
kumori japanese bakery cafe,sm,sm-city-grand-central,SM City Grand Central,metro-manila
kumori japanese bakery cafe,sm,sm-city-la-union,SM City La Union,north-luzon
kumori japanese bakery cafe,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
kumori japanese bakery cafe,sm,sm-city-rosales,SM City Rosales,north-luzon
kumori japanese bakery cafe,sm,sm-southmall,SM Southmall,metro-manila
kumpares,ayala,ayala-market-market,Market! Market!,metro-manila
kung fu master cooking,megaworld,mckinley-west,McKinley West,metro-manila
kuppa coffee tea,sm,sm-city-bacolod,SM City Bacolod,visayas
kurbang lokal,megaworld,lucky-chinatown-mall,Lucky Chinatown Mall,metro-manila
kureji,sm,sm-city-baguio,SM City Baguio,north-luzon
kurimi,robinsons,robinsons-pagadian,Robinsons Pagadian,mindanao
kurimi milk tea bar,ayala,ayala-vermosa,Ayala Malls Vermosa,south-luzon
kurimi milk tea bar,robinsons,robinsons-antipolo,Robinsons Place Antipolo,metro-manila
kurimi milk tea bar,sm,sm-city-grand-central,SM City Grand Central,metro-manila
kurimi milk tea bar,sm,sm-city-tuguegarao,SM City Tuguegarao,north-luzon
kurimu,megaworld,uptown-mall,Uptown Mall,metro-manila
kurimu,ortigas,greenhills,Greenhills,metro-manila
kurimu,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
kusina manyaman,sm,sm-city-clark,SM City Clark,north-luzon
kusina ni gracia,sm,sm-city-calamba,SM City Calamba,south-luzon
kusina ni gracia,sm,sm-city-dasmarinas,SM City Dasmariñas,south-luzon
kusina ni gracia,sm,sm-city-lipa,SM City Lipa,south-luzon
kusina ni gracia,sm,sm-city-pampanga,SM City Pampanga,north-luzon
kusina ni gracia,sm,sm-city-rosales,SM City Rosales,north-luzon
kusina ni gracia,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
kusina ni sendang,sm,sm-city-pampanga,SM City Pampanga,north-luzon
kusina tsina,sm,sm-city-iloilo,SM City Iloilo,visayas
kusinang pinoy,robinsons,robinsons-cybergate-cebu,Robinsons Cybergate Cebu,visayas
kusinang pinoy,robinsons,robinsons-galleria-cebu,Robinsons Galleria Cebu,visayas
kusinang pinoy,sm,sm-city-cebu,SM City Cebu,visayas
kusinang pinoy,sm,sm-city-consolacion,SM City Consolacion,visayas
kutie kuts,sm,sm-city-marikina,SM City Marikina,metro-manila
kutie kuts,sm,sm-city-san-mateo,SM City San Mateo,metro-manila
kutie kuts kids salon,ortigas,greenhills,Greenhills,metro-manila
kutie kuts kids salon,robinsons,robinsons-antipolo,Robinsons Place Antipolo,metro-manila
kutie kuts kids salon,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
kuulaa,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
kuulaa,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
kuulaa,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
kuya berts pares house,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
kuya j,robinsons,galleria-south,Robinsons Galleria South,south-luzon
kuya j,robinsons,robinsons-antipolo,Robinsons Place Antipolo,metro-manila
kuya j,robinsons,robinsons-tacloban,Robinsons Place Tacloban,visayas
kuya j,waltermart,dasmarinas,WalterMart Dasmariñas,south-luzon
kuya j,waltermart,makati,WalterMart Makati,metro-manila
kuya j,waltermart,north-edsa,WalterMart North EDSA,metro-manila
kuya j restaurant,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
kuya j restaurant,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
kuya j restaurant,ayala,ayala-serin,Ayala Malls Serin,south-luzon
kuya j restaurant,ayala,ayala-solenad,Ayala Malls Nuvali,south-luzon
kuya j restaurant,filinvest,festival-mall,Festival Mall,metro-manila
kuya j restaurant,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
kuya j restaurant,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
kuya j restaurant,robinsons,robinsons-naga,Robinsons Place Naga,south-luzon
kuya j restaurant,sm,sm-cdo-downtown,SM CDO Downtown Premier,mindanao
kuya j restaurant,sm,sm-center-angono,SM Center Angono,metro-manila
kuya j restaurant,sm,sm-center-dagupan,SM Center Dagupan,north-luzon
kuya j restaurant,sm,sm-center-san-pedro,SM Center San Pedro,south-luzon
kuya j restaurant,sm,sm-city-bacolod,SM City Bacolod,visayas
kuya j restaurant,sm,sm-city-bacoor,SM City Bacoor,south-luzon
kuya j restaurant,sm,sm-city-baguio,SM City Baguio,north-luzon
kuya j restaurant,sm,sm-city-baliwag,SM City Baliwag,north-luzon
kuya j restaurant,sm,sm-city-batangas,SM City Batangas,south-luzon
kuya j restaurant,sm,sm-city-bf-paranaque,SM City BF Parañaque,metro-manila
kuya j restaurant,sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon
kuya j restaurant,sm,sm-city-cauayan,SM City Cauayan,north-luzon
kuya j restaurant,sm,sm-city-cebu,SM City Cebu,visayas
kuya j restaurant,sm,sm-city-consolacion,SM City Consolacion,visayas
kuya j restaurant,sm,sm-city-dasmarinas,SM City Dasmariñas,south-luzon
kuya j restaurant,sm,sm-city-davao,SM City Davao,mindanao
kuya j restaurant,sm,sm-city-east-ortigas,SM City East Ortigas,metro-manila
kuya j restaurant,sm,sm-city-fairview,SM City Fairview,metro-manila
kuya j restaurant,sm,sm-city-iloilo,SM City Iloilo,visayas
kuya j restaurant,sm,sm-city-laoag,SM City Laoag,north-luzon
kuya j restaurant,sm,sm-city-legazpi,SM City Legazpi,south-luzon
kuya j restaurant,sm,sm-city-lipa,SM City Lipa,south-luzon
kuya j restaurant,sm,sm-city-lucena,SM City Lucena,south-luzon
kuya j restaurant,sm,sm-city-manila,SM City Manila,metro-manila
kuya j restaurant,sm,sm-city-marikina,SM City Marikina,metro-manila
kuya j restaurant,sm,sm-city-marilao,SM City Marilao,north-luzon
kuya j restaurant,sm,sm-city-masinag,SM City Masinag,metro-manila
kuya j restaurant,sm,sm-city-molino,SM City Molino,south-luzon
kuya j restaurant,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
kuya j restaurant,sm,sm-city-novaliches,SM City Novaliches,metro-manila
kuya j restaurant,sm,sm-city-pampanga,SM City Pampanga,north-luzon
kuya j restaurant,sm,sm-city-rosales,SM City Rosales,north-luzon
kuya j restaurant,sm,sm-city-rosario,SM City Rosario,south-luzon
kuya j restaurant,sm,sm-city-san-jose-del-monte,SM City San Jose Del Monte,north-luzon
kuya j restaurant,sm,sm-city-san-lazaro,SM City San Lazaro,metro-manila
kuya j restaurant,sm,sm-city-san-mateo,SM City San Mateo,metro-manila
kuya j restaurant,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
kuya j restaurant,sm,sm-city-sta-mesa,SM City Sta. Mesa,metro-manila
kuya j restaurant,sm,sm-city-sucat,SM City Sucat,metro-manila
kuya j restaurant,sm,sm-city-tarlac,SM City Tarlac,north-luzon
kuya j restaurant,sm,sm-city-urdaneta-central,SM City Urdaneta Central,north-luzon
kuya j restaurant,sm,sm-city-valenzuela,SM City Valenzuela,metro-manila
kuya j restaurant,sm,sm-lanang,SM Lanang,mindanao
kuya j restaurant,sm,sm-megamall,SM Megamall,metro-manila
kuya j restaurant,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
kuya j restaurant,sm,sm-southmall,SM Southmall,metro-manila
kuya j restaurant,sm,smdc-grace-mall,SMDC Grace Mall,metro-manila
kuya j restaurant,sm,smdc-jazz-mall,SMDC Jazz Mall,metro-manila
kuya js,fishermall,malabon,Fisher Mall Malabon,metro-manila
kuya js,megaworld,eastwood-city-walk,Eastwood City Walk,metro-manila
kuya js,megaworld,lucky-chinatown-imperial-wing,Lucky Chinatown - Imperial Wing,metro-manila
kuya js,megaworld,venice-grand-canal-mall,Venice Grand Canal Mall,metro-manila
kuya js restaurant,robinsons,robinsons-imus,Robinsons Place Imus,south-luzon
kuya korea,sm,sm-city-manila,SM City Manila,metro-manila
kuysen,sm,sm-megamall,SM Megamall,metro-manila
kuzina guadalupe,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
kvik,sm,sm-megamall,SM Megamall,metro-manila
kwatogs,robinsons,robinsons-lipa,Robinsons Place Lipa,south-luzon
kwatogs,sm,sm-city-sto-tomas,SM City Sto. Tomas,south-luzon
kwentong barbero,sm,sm-city-baguio,SM City Baguio,north-luzon
kwentong barbero,sm,sm-city-urdaneta-central,SM City Urdaneta Central,north-luzon
kylas bistro,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
kyocera mita,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
kyoda1,ayala,ayala-vertis,Ayala Malls Vertis North,metro-manila
kyoken travel tours,sm,sm-city-bacolod,SM City Bacolod,visayas
kyu kyu 99 ramen,ayala,ayala-cloverleaf,Ayala Malls Cloverleaf,metro-manila
kyu kyu 99 ramen,ayala,ayala-fairview-mall,Fairview Terraces,metro-manila
kyu kyu 99 ramen,ayala,ayala-marikina,Ayala Malls Marikina,metro-manila
kyu kyu 99 ramen,ayala,ayala-marquee,MarQuee Mall,north-luzon
kyu kyu 99 ramen,ayala,ayala-pavilion,Pavilion Mall,south-luzon
kyu kyu 99 ramen,ayala,ayala-the-district-imus,The District Imus,south-luzon
kyu kyu 99 ramen,ayala,ayala-trinoma,Trinoma,metro-manila
kyu kyu 99 ramen,ayala,ayala-up-town-center,U. P. Town Center,metro-manila
kyu kyu ramen,filinvest,festival-mall,Festival Mall,metro-manila
kyu kyu ramen,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
kyu kyu ramen,robinsons,robinsons-gentrias,Robinsons Place Gen. Trias,south-luzon
kyu kyu ramen,sm,sm-hypermarket-sucat-lopez,SM Hypermarket Sucat Lopez,metro-manila
kyu kyu ramen 99,robinsons,robinsons-malabon,Robinsons Town Mall Malabon,metro-manila
kyu kyu ramen 99,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
kyu kyu ramen 99,robinsons,the-plaza,The Plaza Bagong Silang,metro-manila
kyu kyu ramen 99,sm,sm-center-angono,SM Center Angono,metro-manila
kyu kyu ramen 99,sm,sm-center-dagupan,SM Center Dagupan,north-luzon
kyu kyu ramen 99,sm,sm-center-imus,SM Center Imus,south-luzon
kyu kyu ramen 99,sm,sm-center-las-pinas,SM Center Las Piñas,metro-manila
kyu kyu ramen 99,sm,sm-center-lemery,SM Center Lemery,south-luzon
kyu kyu ramen 99,sm,sm-center-ormoc,SM Center Ormoc,visayas
kyu kyu ramen 99,sm,sm-center-san-pedro,SM Center San Pedro,south-luzon
kyu kyu ramen 99,sm,sm-city-baliwag,SM City Baliwag,north-luzon
kyu kyu ramen 99,sm,sm-city-batangas,SM City Batangas,south-luzon
kyu kyu ramen 99,sm,sm-city-bicutan,SM City Bicutan,metro-manila
kyu kyu ramen 99,sm,sm-city-cauayan,SM City Cauayan,north-luzon
kyu kyu ramen 99,sm,sm-city-daet,SM City Daet,south-luzon
kyu kyu ramen 99,sm,sm-city-fairview,SM City Fairview,metro-manila
kyu kyu ramen 99,sm,sm-city-la-union,SM City La Union,north-luzon
kyu kyu ramen 99,sm,sm-city-laoag,SM City Laoag,north-luzon
kyu kyu ramen 99,sm,sm-city-legazpi,SM City Legazpi,south-luzon
kyu kyu ramen 99,sm,sm-city-manila,SM City Manila,metro-manila
kyu kyu ramen 99,sm,sm-city-molino,SM City Molino,south-luzon
kyu kyu ramen 99,sm,sm-city-rosario,SM City Rosario,south-luzon
kyu kyu ramen 99,sm,sm-city-san-fernando-downtown,SM City San Fernando Downtown,north-luzon
kyu kyu ramen 99,sm,sm-city-san-jose-del-monte,SM City San Jose Del Monte,north-luzon
kyu kyu ramen 99,sm,sm-city-san-mateo,SM City San Mateo,metro-manila
kyu kyu ramen 99,sm,sm-city-sucat,SM City Sucat,metro-manila
kyu kyu ramen 99,sm,sm-city-trece-martires,SM City Trece Martires,south-luzon
kyu ramen express,sm,sm-city-caloocan,SM City Caloocan,metro-manila
kyu ramen express,sm,sm-city-marikina,SM City Marikina,metro-manila
kyu ramen express,sm,sm-city-taytay,SM City Taytay,metro-manila
kyukyu ramen 99,robinsons,robinsons-tacloban,Robinsons Place Tacloban,visayas
kyukyu ramen 99 i,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
kyukyu ramen99,sm,sm-center-pulilan,SM Center Pulilan,north-luzon
kyukyu ramen99,sm,sm-city-novaliches,SM City Novaliches,metro-manila
kyushu ramen,ayala,ayala-cloverleaf,Ayala Malls Cloverleaf,metro-manila
l & y mobile phone & computer accessories,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
l a eatery,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
l a music & sports center,sm,sm-city-olongapo-central,SM City Olongapo Central,north-luzon
l elegante salon,robinsons,robinsons-gen-san,Robinsons Place GenSan,mindanao
l entrecote,megaworld,forbes-town,Forbes Town,metro-manila
l optique paris,sm,sm-lanang,SM Lanang,mindanao
l optique paris,sm,the-podium,The Podium,metro-manila
l royale,robinsons,robinsons-dumaguete,Robinsons Place Dumaguete,visayas
l sea dimsum and noodle house,sm,sm-city-bacolod,SM City Bacolod,visayas
l time studio,ayala,ayala-trinoma,Trinoma,metro-manila
l time studio,sm,sm-city-batangas,SM City Batangas,south-luzon
l time studio,sm,sm-city-clark,SM City Clark,north-luzon
l time studio,sm,sm-city-marikina,SM City Marikina,metro-manila
l time studio,sm,sm-city-pampanga,SM City Pampanga,north-luzon
l time studio,sm,sm-megamall,SM Megamall,metro-manila
l time studio,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
la birria tacos & nachos,sm,sm-center-pasig,SM Center Pasig,metro-manila
la birria tacos nachos,sm,sm-city-bicutan,SM City Bicutan,metro-manila
la casa empanada,filinvest,festival-mall,Festival Mall,metro-manila
la casa empanadas,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
la casetta de britt restaurant,sm,sm-city-taytay,SM City Taytay,metro-manila
la chambre de beaute beauty salon,robinsons,robinsons-cagayan-de-oro,Robinsons Cagayan de Oro,mindanao
la chicks hot chicken,filinvest,festival-mall,Festival Mall,metro-manila
la churrera,filinvest,festival-mall,Festival Mall,metro-manila
la churrera,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
la churrera,sm,sm-southmall,SM Southmall,metro-manila
la creperie,ayala,ayala-feliz,Ayala Malls Feliz,metro-manila
la creperie,ayala,ayala-vertis,Ayala Malls Vertis North,metro-manila
la creperie,megaworld,twin-lakes,Twin Lakes,south-luzon
la creperie,sm,s-maison,S Maison,metro-manila
la elegancia,ayala,ayala-glorietta,Glorietta,metro-manila
la elegancia,sm,sm-megamall,SM Megamall,metro-manila
la elegancia,sm,the-podium,The Podium,metro-manila
la estetica,sm,sm-city-bacolod,SM City Bacolod,visayas
la europa ceramica,sm,moa-square,MOA Square,metro-manila
la fiesta filipino cuisine,sm,sm-by-the-bay,SM By the Bay,metro-manila
la floreria,ayala,ayala-market-market,Market! Market!,metro-manila
la halo halo,robinsons,robinsons-pagadian,Robinsons Pagadian,mindanao
la hanan,sm,sm-city-naga,SM City Naga,south-luzon
la kuseana,sm,sm-lanang,SM Lanang,mindanao
la lola,robinsons,robinsons-antipolo,Robinsons Place Antipolo,metro-manila
la lola churreria,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
la lola churreria,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
la maison,ortigas,estancia,Estancia,metro-manila
la nilad coffee,sm,sm-city-clark,SM City Clark,north-luzon
la oriental wellness spa,sm,sm-city-laoag,SM City Laoag,north-luzon
la perfecta,robinsons,robinsons-tacloban,Robinsons Place Tacloban,visayas
la perfecta wellness spa,robinsons,robinsons-north-tacloban,Robinsons North Tacloban,visayas
la provence,ayala,ayala-bonifacio-high-street,Bonifacio High Street,metro-manila
la rizza clinica dentista,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
la sedia,megaworld,eastwood-mall,Eastwood Mall,metro-manila
la sedia,ortigas,greenhills,Greenhills,metro-manila
la sedia,robinsons,robinsons-antipolo,Robinsons Place Antipolo,metro-manila
la sedia,robinsons,robinsons-ilocos,Robinsons Place Ilocos,north-luzon
la sedia,robinsons,robinsons-malolos,Robinsons Place Malolos,north-luzon
la sedia,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
la sedia,robinsons,robinsons-metro-east,Robinsons Metro East,metro-manila
la sedia,robinsons,robinsons-naga,Robinsons Place Naga,south-luzon
la sedia,robinsons,robinsons-palawan,Robinsons Place Palawan,south-luzon
la sedia,robinsons,robinsons-pangasinan,Robinsons Place Pangasinan,north-luzon
la sedia,robinsons,robinsons-roxas,Robinsons Place Roxas,visayas
la sedia,robinsons,robinsons-santiago,Robinsons Place Santiago,north-luzon
la sedia,robinsons,robinsons-tuguegarao,Robinsons Place Tuguegarao,north-luzon
la sedia,sm,sm-city-fairview,SM City Fairview,metro-manila
la senza,ayala,ayala-abreeza,Abreeza,mindanao
la senza,ayala,ayala-bonifacio-high-street,Bonifacio High Street,metro-manila
la senza,ayala,ayala-greenbelt,Greenbelt,metro-manila
la senza,ortigas,greenhills,Greenhills,metro-manila
la senza,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
la senza,sm,sm-megamall,SM Megamall,metro-manila
la senza,sm,the-podium,The Podium,metro-manila
la sole manila,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
la sole manila,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
la sole manila,sm,sm-city-bicutan,SM City Bicutan,metro-manila
la sole manila,sm,sm-city-manila,SM City Manila,metro-manila
la sole manila,sm,sm-city-sucat,SM City Sucat,metro-manila
la treats,robinsons,robinsons-pangasinan,Robinsons Place Pangasinan,north-luzon
la vie en rose,ayala,ayala-glorietta,Glorietta,metro-manila
la vie en rose,ayala,ayala-trinoma,Trinoma,metro-manila
la vie en rose,megaworld,uptown-mall,Uptown Mall,metro-manila
la vie en rose,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
la z boy,araneta,gateway-mall-2,Gateway Mall 2,metro-manila
la z boy,sm,moa-square,MOA Square,metro-manila
la z boy,sm,sm-city-davao,SM City Davao,mindanao
la z boy,sm,sm-city-iloilo,SM City Iloilo,visayas
la z boy,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
la z boy,sm,sm-megamall,SM Megamall,metro-manila
lab by the eyebrowdery,ayala,ayala-feliz,Ayala Malls Feliz,metro-manila
lac,megaworld,southwoods-mall,Southwoods Mall,south-luzon
lac,megaworld,uptown-mall,Uptown Mall,metro-manila
lac,megaworld,venice-grand-canal-mall,Venice Grand Canal Mall,metro-manila
lac,ortigas,estancia,Estancia,metro-manila
lac,ortigas,greenhills,Greenhills,metro-manila
lac,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
lac,sm,sm-city-fairview,SM City Fairview,metro-manila
lac,sm,sm-city-iloilo,SM City Iloilo,visayas
lac nutrition for life,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
lac nutrition for life,ayala,ayala-feliz,Ayala Malls Feliz,metro-manila
lac nutrition for life,ayala,ayala-glorietta,Glorietta,metro-manila
lac nutrition for life,ayala,ayala-greenbelt,Greenbelt,metro-manila
lac nutrition for life,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
lac nutrition for life,ayala,ayala-market-market,Market! Market!,metro-manila
lac nutrition for life,ayala,ayala-solenad,Ayala Malls Nuvali,south-luzon
lac nutrition for life,ayala,ayala-trinoma,Trinoma,metro-manila
lac nutrition for life,ayala,ayala-vermosa,Ayala Malls Vermosa,south-luzon
lac nutrition for life,filinvest,festival-mall,Festival Mall,metro-manila
lac nutrition for life,robinsons,robinsons-antipolo,Robinsons Place Antipolo,metro-manila
lac nutrition for life,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
lac nutrition for life,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
lac nutrition for life,sm,sm-city-bacolod,SM City Bacolod,visayas
lac nutrition for life,sm,sm-city-baguio,SM City Baguio,north-luzon
lac nutrition for life,sm,sm-city-clark,SM City Clark,north-luzon
lac nutrition for life,sm,sm-city-general-santos,SM City General Santos,mindanao
lac nutrition for life,sm,sm-city-manila,SM City Manila,metro-manila
lac nutrition for life,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
lac nutrition for life,sm,sm-city-sucat,SM City Sucat,metro-manila
lac nutrition for life,sm,sm-city-tanza,SM City Tanza,south-luzon
lac nutrition for life,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
lac nutrition for life,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
lachis,sm,sm-city-davao,SM City Davao,mindanao
lacoste,araneta,gateway-mall,Gateway Mall,metro-manila
lacoste,ayala,ayala-abreeza,Abreeza,mindanao
lacoste,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
lacoste,ayala,ayala-fairview-mall,Fairview Terraces,metro-manila
lacoste,ayala,ayala-greenbelt,Greenbelt,metro-manila
lacoste,ayala,ayala-legazpi,Ayala Malls Legazpi,south-luzon
lacoste,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
lacoste,ayala,ayala-marquee,MarQuee Mall,north-luzon
lacoste,ayala,ayala-trinoma,Trinoma,metro-manila
lacoste,ayala,ayala-up-town-center,U. P. Town Center,metro-manila
lacoste,megaworld,eastwood-mall,Eastwood Mall,metro-manila
lacoste,ortigas,estancia,Estancia,metro-manila
lacoste,ortigas,greenhills,Greenhills,metro-manila
lacoste,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
lacoste,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
lacoste,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
lacoste,sm,sm-city-baguio,SM City Baguio,north-luzon
lacoste,sm,sm-city-davao,SM City Davao,mindanao
lacoste,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
lacoste,sm,sm-megamall,SM Megamall,metro-manila
lacoste,sm,the-podium,The Podium,metro-manila
lacoste footwear,sm,sm-city-pampanga,SM City Pampanga,north-luzon
lacoste live,ayala,ayala-glorietta,Glorietta,metro-manila
lacoste outlet,robinsons,robinsons-starmills,Robinsons Starmills,north-luzon
lacoste sports,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
lactation treats,sm,sm-city-baliwag,SM City Baliwag,north-luzon
lactation treats by rcg,sm,sm-city-bataan,SM City Bataan,north-luzon
lactation treats by rcg,sm,sm-city-clark,SM City Clark,north-luzon
lactation treats by rcg,sm,sm-city-fairview,SM City Fairview,metro-manila
lactation treats by rcg,sm,sm-city-pampanga,SM City Pampanga,north-luzon
lactation treats by rcg,sm,sm-city-telabastagan,SM City Telabastagan,north-luzon
lady annes tarts & pastries,sm,sm-city-bacolod,SM City Bacolod,visayas
lady carat,araneta,gateway-mall-2,Gateway Mall 2,metro-manila
lady grace,fishermall,quezonave,Fisher Mall Quezon Avenue,metro-manila
lady karat,ayala,ayala-fairview-mall,Fairview Terraces,metro-manila
lady karat,sm,sm-cdo-downtown,SM CDO Downtown Premier,mindanao
lady karat,sm,sm-city-bataan,SM City Bataan,north-luzon
lady karat,sm,sm-city-clark,SM City Clark,north-luzon
lady karat,sm,sm-city-fairview,SM City Fairview,metro-manila
lady karat,sm,sm-southmall,SM Southmall,metro-manila
lady karat,sm,the-podium,The Podium,metro-manila
ladybelle nail and body spa,sm,sm-city-masinag,SM City Masinag,metro-manila
lagalag,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
lagrima,megaworld,paseo-center,Paseo Center,metro-manila
lagrima,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
lahlahlah,robinsons,opus,Opus Mall,metro-manila
