brand_key,n_malls_araneta,n_malls_ayala,n_malls_filinvest,n_malls_fishermall,n_malls_megaworld,n_malls_ortigas,n_malls_robinsons,n_malls_sm,n_malls_starmall,n_malls_waltermart,n_malls_total,n_chains,in_all_chains,in_multiple_chains,display_name
red ribbon,0,4,1,2,0,0,18,47,2,20,94,7,False,True,RED RIBBON
shakeys,0,12,1,1,2,2,26,46,0,4,94,8,False,True,SHAKEYS
dairy queen,0,15,2,1,4,0,16,51,1,2,92,8,False,True,DAIRY QUEEN
davids salon,0,16,1,0,3,1,21,41,0,9,92,7,False,True,DAVID'S SALON
photoline,1,6,1,0,0,1,18,62,0,0,89,6,False,True,PHOTOLINE
candy corner,0,17,0,0,1,1,11,58,0,0,88,5,False,True,CANDY CORNER
levis,1,17,2,0,7,2,32,24,0,0,85,7,False,True,Levi's
botejyu,0,14,0,1,3,1,6,59,0,0,84,6,False,True,BOTEJYU
waffle time,0,8,2,1,2,0,30,16,1,24,84,8,False,True,Waffle Time
sm appliance,0,0,0,0,0,1,0,82,0,0,83,2,False,True,SM APPLIANCE CENTER
mercury drug,3,21,0,2,4,2,20,0,2,28,82,8,False,True,Mercury Drug
breadtalk,0,14,1,0,4,1,10,52,0,0,82,6,False,True,BREADTALK
lotto,0,0,0,1,0,0,15,49,0,17,82,4,False,True,LOTTO
bavin,2,5,1,0,0,0,13,57,1,3,82,7,False,True,BAVIN
face shop,1,11,1,0,5,0,5,58,0,0,81,6,False,True,THE FACE SHOP
turks shawarma,0,0,0,1,0,0,10,70,0,0,81,3,False,True,TURKS SHAWARMA
starbucks coffee,0,0,2,0,0,0,0,78,0,0,80,2,False,True,STARBUCKS COFFEE
mcdonalds,0,12,1,2,12,1,8,33,3,8,80,9,False,True,MCDONALDS
forme,0,5,1,0,2,1,11,59,0,0,79,6,False,True,FORME
unisilver,2,4,0,0,0,0,12,61,0,0,79,4,False,True,UNISILVER
oxgn,1,6,1,0,0,0,6,64,0,0,78,5,False,True,OXGN
krispy kreme,0,13,1,1,2,1,9,46,0,4,77,8,False,True,KRISPY KREME
avocadoria ph,0,13,0,0,0,0,2,46,0,16,77,4,False,True,AVOCADORIA.PH
turks,0,17,3,1,5,1,26,1,0,23,77,8,False,True,Turks
great image,0,3,1,0,4,0,3,63,1,1,76,7,False,True,GREAT IMAGE
lay bare waxing salon,0,13,1,1,0,0,2,53,0,4,74,6,False,True,LAY BARE WAXING SALON
maxs restaurant,0,7,0,0,4,0,15,45,2,0,73,5,False,True,MAXS RESTAURANT
core pacific money exchange,0,20,3,0,7,0,17,0,0,26,73,5,False,True,Core Pacific Money Exchange
master siomai,0,14,2,1,4,0,27,20,2,2,72,8,False,True,MASTER SIOMAI
toms world,0,0,1,0,1,0,22,44,1,3,72,6,False,True,TOM'S WORLD
skin station,0,3,1,0,5,1,3,57,0,1,71,7,False,True,SKIN STATION
tokyo tokyo,0,11,1,1,3,1,11,43,0,0,71,7,False,True,TOKYO TOKYO
world balance,2,16,2,2,3,1,37,7,1,0,71,9,False,True,World Balance
sm store,0,0,0,0,0,0,0,70,0,0,70,1,False,False,THE SM STORE
cln,2,11,0,0,1,1,6,49,0,0,70,6,False,True,CLN
shawarma shack,0,7,1,1,3,0,21,31,2,3,69,8,False,True,SHAWARMA SHACK
power mac center,0,9,1,0,2,1,9,46,0,0,68,6,False,True,POWER MAC CENTER
bonchon,0,0,2,1,0,0,12,45,2,6,68,6,False,True,BONCHON
alberto,1,11,1,1,0,1,16,36,0,0,67,7,False,True,ALBERTO
uniqlo,1,6,0,1,3,2,8,45,0,0,66,7,False,True,UNIQLO
lighters galore,3,14,1,2,4,1,22,19,0,0,66,8,False,True,LIGHTERS GALORE
silicon valley,0,7,1,0,0,0,14,43,0,0,65,4,False,True,SILICON VALLEY
surplus shop,0,0,0,0,0,0,0,64,0,1,65,2,False,True,SURPLUS SHOP
auntie annes,0,11,0,2,4,2,7,38,0,1,65,7,False,True,AUNTIE ANNES
crocs,1,8,1,0,2,2,5,45,0,0,64,7,False,True,CROCS
sm cinema,0,0,0,0,0,0,0,64,0,0,64,1,False,False,SM CINEMA
japan home centre,2,16,1,0,3,1,3,3,2,33,64,9,False,True,Japan Home Centre
mr quickie,0,6,1,2,5,1,8,30,2,9,64,9,False,True,MR QUICKIE
plains & prints,2,11,1,1,4,1,8,36,0,0,64,8,False,True,PLAINS & PRINTS
mister donut,0,5,1,0,1,1,19,31,0,5,63,7,False,True,MISTER DONUT
bpi,0,26,1,2,4,2,22,3,0,3,63,8,False,True,BPI
zen zest,2,12,0,0,1,0,6,38,0,4,63,6,False,True,ZEN ZEST
sm supermarket,0,0,0,0,0,0,0,62,0,0,62,1,False,False,SM SUPERMARKET
abenson,1,15,1,1,2,0,3,2,0,37,62,8,False,True,Abenson
guess,1,11,1,0,2,1,13,32,0,0,61,7,False,True,GUESS
smart,0,0,0,0,2,0,6,50,0,2,60,4,False,True,SMART
nails glow,0,6,0,0,3,0,10,19,1,21,60,6,False,True,Nails.Glow
honor,0,0,1,0,0,0,16,39,0,4,60,4,False,True,HONOR
havaianas,0,9,0,1,1,1,11,34,0,2,59,7,False,True,HAVAIANAS
relx,0,8,2,1,5,1,0,41,0,0,58,6,False,True,RELX
digital walker,0,19,1,0,3,2,10,23,0,0,58,6,False,True,DIGITAL WALKER
quantum,0,0,0,0,1,1,3,53,0,0,58,4,False,True,QUANTUM
robinsons supermarket,1,4,1,0,5,0,47,0,0,0,58,5,False,True,Robinsons Supermarket
starbucks,0,20,0,1,17,2,17,0,0,1,58,6,False,True,Starbucks
buko juan,0,6,1,0,4,0,10,22,0,15,58,6,False,True,BUKO JUAN
mr diy,1,12,1,0,5,3,1,7,0,28,58,8,False,True,MR. DIY
sprinto,0,6,0,0,3,0,12,36,0,0,57,4,False,True,SPRINTO
pizza hut,0,7,0,1,3,0,5,39,1,1,57,7,False,True,PIZZA HUT
pc express,0,7,1,2,1,0,7,39,0,0,57,6,False,True,PC EXPRESS
mr kimbob,0,2,0,0,2,0,7,46,0,0,57,4,False,True,MR KIMBOB
owndays,1,16,1,0,5,2,4,27,0,0,56,7,False,True,OWNDAYS
kuya j restaurant,0,4,1,0,0,0,3,48,0,0,56,4,False,True,KUYA J RESTAURANT
daiso japan,1,15,1,0,0,0,39,0,0,0,56,4,False,True,Daiso Japan
globe,0,0,0,1,0,0,7,44,0,4,56,4,False,True,GLOBE
mi,0,0,0,0,0,0,2,53,0,0,55,2,False,True,MI
audionet,0,11,0,0,0,0,10,32,0,2,55,4,False,True,AUDIONET
rulls,0,10,1,0,0,0,19,8,1,16,55,6,False,True,RULLS
mx memoxpress,0,0,0,0,0,0,0,53,0,2,55,2,False,True,MX MEMOXPRESS
macao imperial tea,0,2,0,0,2,0,11,39,0,0,54,4,False,True,MACAO IMPERIAL TEA
keycards,0,7,0,0,0,0,4,43,0,0,54,3,False,True,KEYCARDS
kenny rogers,0,0,0,0,3,1,4,46,0,0,54,4,False,True,KENNY ROGERS
bayo,1,8,1,0,1,0,13,30,0,0,54,6,False,True,BAYO
taters,0,10,1,1,0,1,9,29,0,2,53,7,False,True,TATERS
ojo eyewear,2,4,1,0,3,0,10,33,0,0,53,6,False,True,OJO EYEWEAR
dermcare,0,1,0,0,1,0,4,43,2,2,53,6,False,True,DERMCARE
bibingkinitan,0,0,0,1,0,0,7,44,1,0,53,4,False,True,BIBINGKINITAN
prescripto,2,6,1,0,1,0,9,32,1,1,53,8,False,True,PRESCRIPTO
cafe mary grace,0,13,1,0,1,0,0,38,0,0,53,4,False,True,CAFE MARY GRACE
rulls cellphone and accessories,0,0,0,0,0,0,0,52,0,0,52,1,False,False,RULLS CELLPHONE AND ACCESSORIES
handyman,2,0,1,0,0,0,28,1,0,20,52,5,False,True,Handyman
sports central,0,0,0,0,0,2,0,49,0,1,52,3,False,True,SPORTS CENTRAL
pickup coffee,0,11,0,0,7,0,11,9,0,13,51,5,False,True,PICKUP COFFEE
world of fun,0,0,1,0,0,0,5,33,0,12,51,4,False,True,WORLD OF FUN
paotsin,0,5,0,1,4,0,14,0,1,26,51,6,False,True,Paotsin
sm cinema snackbar,0,0,0,0,0,0,0,51,0,0,51,1,False,False,SM CINEMA SNACKBAR
anytime fitness,0,12,3,2,7,1,4,22,0,0,51,7,False,True,ANYTIME FITNESS
nailaholics,0,0,0,0,0,1,1,48,0,0,50,3,False,True,NAILAHOLICS
mendrez,0,8,1,0,0,0,6,34,0,0,49,4,False,True,MENDREZ
skechers,1,12,1,0,4,1,15,15,0,0,49,7,False,True,SKECHERS
picture city,0,9,0,1,0,0,15,11,1,12,49,6,False,True,Picture City
tecno,0,2,0,1,0,0,14,24,0,8,49,5,False,True,TECNO
chizmozza,0,5,1,2,1,0,16,21,0,2,48,7,False,True,CHIZMOZZA
brunos barbers,0,15,1,0,5,2,5,20,0,0,48,6,False,True,BRUNO'S BARBERS
hey sugar waxing salon,0,13,1,0,0,0,1,33,0,0,48,4,False,True,HEY SUGAR WAXING SALON
adidas,0,13,1,1,5,2,9,17,0,0,48,7,False,True,ADIDAS
robinsons appliances,1,4,1,0,0,0,41,0,0,0,47,4,False,True,Robinsons Appliances
western union,0,0,0,2,0,0,29,0,0,16,47,3,False,True,Western Union
sunnies studios,1,6,1,0,2,1,7,29,0,0,47,7,False,True,SUNNIES STUDIOS
broadway gems,2,13,2,0,0,0,20,7,2,1,47,7,False,True,BROADWAY GEMS
brownies unlimited,0,0,0,1,0,0,1,45,0,0,47,3,False,True,BROWNIES UNLIMITED
cellboy,0,1,0,0,0,0,0,44,2,0,47,3,False,True,CELLBOY
dunkin donuts,0,14,0,2,0,0,23,4,2,0,45,5,False,True,Dunkin' Donuts
i watch straps batteries center,0,0,0,0,0,0,0,45,0,0,45,1,False,False,I-WATCH STRAPS BATTERIES CENTER
buko express,0,2,1,0,1,0,10,22,0,9,45,6,False,True,BUKO EXPRESS
watch republic,1,7,1,0,0,1,6,28,0,0,44,6,False,True,WATCH REPUBLIC
onesimus,0,5,1,0,0,0,7,31,0,0,44,4,False,True,ONESIMUS
beauche international,0,2,0,0,0,0,4,34,0,4,44,4,False,True,BEAUCHE INTERNATIONAL
lets face it,0,3,1,0,0,0,2,38,0,0,44,4,False,True,LETS FACE IT
waltermart supermarket,0,1,0,0,0,0,0,0,0,43,44,2,False,True,WalterMart Supermarket
coco fresh tea and juice,0,0,1,0,1,0,0,42,0,0,44,3,False,True,COCO FRESH TEA AND JUICE
silverworks,0,4,0,1,1,0,4,34,0,0,44,5,False,True,SILVERWORKS
memo,0,5,2,0,1,1,3,32,0,0,44,6,False,True,MEMO
moto,0,0,0,0,0,0,12,31,0,0,43,2,False,True,MOTO
hap chan,0,10,0,0,2,0,8,13,0,10,43,5,False,True,HAP CHAN
macbeth,1,0,0,0,0,0,5,37,0,0,43,3,False,True,MACBETH
potato giant,0,11,1,0,1,0,14,16,0,0,43,5,False,True,POTATO GIANT
china bank,0,5,0,0,0,0,0,34,0,3,42,3,False,True,CHINA BANK
datablitz,0,15,1,0,2,0,4,20,0,0,42,5,False,True,DATABLITZ
vision express,1,10,0,0,3,1,4,23,0,0,42,6,False,True,VISION EXPRESS
paras alter station,0,6,0,1,1,0,10,24,0,0,42,5,False,True,PARAS ALTER STATION
giordano,2,6,1,0,1,1,3,27,0,0,41,7,False,True,GIORDANO
llao llao,0,0,1,0,2,0,6,32,0,0,41,4,False,True,LLAO LLAO
robinsons department store,0,3,1,0,0,0,37,0,0,0,41,3,False,True,Robinsons Department Store
bagel girl,0,0,0,0,0,0,0,41,0,0,41,1,False,False,BAGEL GIRL
mustela,0,13,0,0,3,1,4,20,0,0,41,5,False,True,MUSTELA
xundd,0,2,1,0,0,0,4,34,0,0,41,4,False,True,XUNDD
7eleven,3,8,1,0,15,0,1,11,0,2,41,7,False,True,7-Eleven
acer,0,5,1,0,0,1,6,28,0,0,41,5,False,True,ACER
hush puppies,2,9,1,0,4,1,5,18,0,0,40,7,False,True,HUSH PUPPIES
unisilver time,0,1,0,0,0,0,6,27,2,4,40,5,False,True,UNISILVER TIME
gq barbershop,0,0,0,1,0,0,1,37,0,1,40,4,False,True,GQ BARBERSHOP
penshoppe accessories,0,2,0,0,0,0,3,35,0,0,40,3,False,True,PENSHOPPE ACCESSORIES
toys r us,0,19,1,0,3,1,15,0,0,0,39,5,False,True,TOYS R US
office warehouse,3,5,1,0,2,1,5,20,1,1,39,9,False,True,OFFICE WAREHOUSE
zarks burgers,0,0,0,0,0,0,1,38,0,0,39,2,False,True,ZARKS BURGERS
travel club,0,9,1,0,2,2,8,17,0,0,39,6,False,True,THE TRAVEL CLUB
quickly,0,6,0,0,0,1,7,21,0,3,38,5,False,True,QUICKLY
timezone,0,24,1,0,2,1,5,4,0,1,38,7,False,True,TIMEZONE
body shop,1,5,1,0,2,0,1,28,0,0,38,6,False,True,THE BODY SHOP
s&r new york style pizza,0,8,1,0,0,0,8,12,0,9,38,5,False,True,S&R NEW YORK STYLE PIZZA
french baker,0,4,0,0,1,0,4,27,0,1,37,5,False,True,THE FRENCH BAKER
coffee bean & tea leaf,0,17,2,0,7,2,7,2,0,0,37,6,False,True,THE COFFEE BEAN & TEA LEAF
chris sports,0,9,0,0,0,1,1,26,0,0,37,4,False,True,CHRIS SPORTS
tronix imaging center,0,0,1,0,0,0,6,29,0,1,37,4,False,True,TRONIX IMAGING CENTER
buffalos wings n things,0,3,1,0,1,1,1,30,0,0,37,6,False,True,BUFFALO'S WINGS N' THINGS
dr kong,0,15,1,0,3,2,5,10,0,0,36,6,False,True,DR. KONG
giligans restaurant,0,5,1,0,0,0,0,30,0,0,36,3,False,True,GILIGAN'S RESTAURANT
tobys,0,0,0,0,0,0,1,35,0,0,36,2,False,True,TOBYS
robinsons movieworld,0,0,0,0,0,0,36,0,0,0,36,1,False,False,ROBINSONS MOVIEWORLD
games & gadgets,0,0,0,0,0,0,1,35,0,0,36,2,False,True,GAMES & GADGETS
fonestyle,0,0,1,0,2,0,3,29,0,1,36,5,False,True,FONESTYLE
rest n go,0,8,1,0,2,0,7,11,0,6,35,6,False,True,REST N GO
casio,0,7,1,0,0,0,7,20,0,0,35,4,False,True,CASIO
pancake house,0,11,1,1,2,1,3,15,0,1,35,8,False,True,PANCAKE HOUSE
davids for rever,0,0,0,0,0,0,0,35,0,0,35,1,False,False,DAVIDS FOR REVER
tech101,0,4,0,0,0,0,4,27,0,0,35,3,False,True,TECH101
burger king,0,4,1,0,1,1,2,25,1,0,35,7,False,True,BURGER KING
bsd international,0,0,0,0,0,0,0,35,0,0,35,1,False,False,BSD INTERNATIONAL
asus,0,3,0,0,0,1,2,28,0,0,34,4,False,True,ASUS
bisen,2,0,1,0,0,0,1,30,0,0,34,4,False,True,BISEN
expressions,0,2,0,0,0,0,5,3,1,23,34,5,False,True,Expressions
payless shoesource,0,10,1,0,0,0,0,23,0,0,34,3,False,True,PAYLESS SHOESOURCE
xiaomi,0,6,1,2,0,1,14,2,1,7,34,8,False,True,Xiaomi
h&m,1,10,1,0,1,0,5,16,0,0,34,6,False,True,H&M
gerrys grill,0,12,1,1,3,1,16,0,0,0,34,6,False,True,GERRY'S GRILL
our home,0,0,0,0,0,1,0,32,0,0,33,2,False,True,OUR HOME
unica hija,0,4,0,0,1,0,12,16,0,0,33,4,False,True,UNICA HIJA
life four cuts,0,0,1,0,2,1,8,21,0,0,33,5,False,True,LIFE FOUR CUTS
ramen kuroda,0,7,1,0,4,0,3,18,0,0,33,5,False,True,RAMEN KURODA
sm foodcourt,0,0,0,0,0,0,0,33,0,0,33,1,False,False,SM FOODCOURT
south star drug,0,0,0,0,0,0,32,1,0,0,33,2,False,True,South Star Drug
pepper lunch,0,7,0,2,5,0,4,15,0,0,33,5,False,True,PEPPER LUNCH
all about baking,0,0,0,0,1,0,4,25,0,3,33,4,False,True,ALL ABOUT BAKING
pan de manila,0,3,0,0,9,0,6,9,0,5,32,5,False,True,Pan De Manila
cebuana lhuillier,0,8,1,1,4,0,16,0,1,1,32,7,False,True,Cebuana Lhuillier
bench body,2,0,0,0,0,0,0,28,1,1,32,4,False,True,BENCH BODY
fully booked,1,9,0,0,1,1,0,20,0,0,32,5,False,True,FULLY BOOKED
mia maison,0,0,1,1,1,0,1,28,0,0,32,5,False,True,MIA MAISON
j co donuts coffee,0,0,0,0,0,0,0,32,0,0,32,1,False,False,J CO DONUTS COFFEE
national book store,0,0,0,1,0,0,31,0,0,0,32,2,False,True,National Book Store
cabalen,0,3,1,0,1,0,3,24,0,0,32,5,False,True,CABALEN
booksale,1,1,0,0,0,0,7,21,1,1,32,6,False,True,BOOKSALE
chingu buko house,0,4,0,0,0,0,11,12,0,4,31,4,False,True,CHINGU BUKO HOUSE
ramen nagi,0,9,1,0,1,2,5,13,0,0,31,6,False,True,RAMEN NAGI
gerrys restaurant,0,0,0,0,0,0,0,31,0,0,31,1,False,False,GERRY'S RESTAURANT
vibes massage,0,0,1,0,0,0,11,18,1,0,31,4,False,True,VIBES MASSAGE
lenovo,0,5,1,0,0,1,3,21,0,0,31,5,False,True,LENOVO
beautederm,0,3,0,0,0,0,6,22,0,0,31,3,False,True,BEAUTEDERM
banh mi kitchen,0,4,0,1,3,0,2,21,0,0,31,5,False,True,BANH MI KITCHEN
sumo niku unlimited japanese barbeque,0,4,0,0,0,0,0,27,0,0,31,2,False,True,SUMO NIKU UNLIMITED JAPANESE BARBEQUE
tokyo,0,9,1,0,5,2,6,8,0,0,31,6,False,True,@TOKYO
healthy options,0,13,1,0,2,1,1,13,0,0,31,6,False,True,HEALTHY OPTIONS
yellow cab,0,7,0,1,1,0,1,21,0,0,31,5,False,True,YELLOW CAB
mossimo,0,1,1,0,0,0,2,27,0,0,31,4,False,True,MOSSIMO
mesa,0,10,1,1,2,1,3,12,0,0,30,7,False,True,MESA
sbarro,0,5,1,1,2,2,4,15,0,0,30,7,False,True,SBARRO
kidzooona,0,4,0,0,0,0,4,22,0,0,30,3,False,True,KIDZOOONA
asprey time,0,0,0,0,0,0,0,30,0,0,30,1,False,False,ASPREY TIME
coffee bean tea leaf,0,0,0,0,0,0,0,30,0,0,30,1,False,False,THE COFFEE BEAN TEA LEAF
scents co,0,10,0,1,0,0,13,6,0,0,30,4,False,True,THE SCENTS CO.
happy skin,1,7,1,0,2,0,2,17,0,0,30,6,False,True,HAPPY SKIN
imono,1,0,1,2,1,0,4,21,0,0,30,6,False,True,IMONO
aldo,0,11,0,0,3,1,2,13,0,0,30,5,False,True,ALDO
vans,1,10,1,0,0,1,8,9,0,0,30,6,False,True,VANS
converse,1,13,1,0,4,1,8,2,0,0,30,7,False,True,CONVERSE
alibaba,0,0,1,0,0,0,2,23,0,3,29,4,False,True,ALIBABA
mary grace,0,4,0,0,7,2,7,6,0,3,29,6,False,True,Mary Grace
gubys chicharon espesyal,0,0,0,0,0,0,0,29,0,0,29,1,False,False,GUBY'S CHICHARON ESPESYAL
serenitea,0,7,0,0,3,2,4,13,0,0,29,5,False,True,SERENITEA
happy brows,0,7,0,0,1,0,3,18,0,0,29,4,False,True,HAPPY BROWS
bench fix salon,0,0,0,0,1,0,2,26,0,0,29,3,False,True,BENCH FIX SALON
coco fresh tea & juice,0,14,0,1,8,2,3,0,0,0,28,5,False,True,COCO FRESH TEA & JUICE
medical city clinic,0,6,1,1,0,0,0,20,0,0,28,4,False,True,THE MEDICAL CITY CLINIC
fruity lemons,0,0,0,0,0,0,0,24,0,4,28,2,False,True,FRUITY LEMONS
sm hypermarket,0,0,0,0,1,0,0,27,0,0,28,2,False,True,SM HYPERMARKET
blk 513,0,6,1,0,3,0,3,15,0,0,28,5,False,True,BLK 513
mesa filipino moderne,0,0,0,0,0,0,0,28,0,0,28,1,False,False,MESA FILIPINO MODERNE
bdo atm,0,0,1,0,11,0,8,6,1,1,28,6,False,True,BDO ATM
w department store,0,1,0,0,0,0,0,0,0,27,28,2,False,True,W Department Store
anker,0,4,0,0,4,1,2,17,0,0,28,5,False,True,ANKER
buko ni fruitas,0,3,1,1,1,0,3,19,0,0,28,6,False,True,BUKO NI FRUITAS
denim hub,0,5,1,0,2,0,12,7,0,0,27,5,False,True,DENIM HUB
johnn lemon,0,4,0,1,2,0,6,14,0,0,27,5,False,True,JOHNN LEMON
avocadoria,0,0,1,2,3,2,19,0,0,0,27,5,False,True,Avocadoria
jockey,2,14,1,0,0,0,5,4,1,0,27,6,False,True,JOCKEY
tecno mobile,0,0,0,0,0,0,1,26,0,0,27,2,False,True,TECNO MOBILE
blk cosmetics,1,8,1,0,3,0,2,12,0,0,27,6,False,True,BLK COSMETICS
bioessence,1,2,0,0,1,1,2,20,0,0,27,6,False,True,BIOESSENCE
techno kid,0,0,0,0,0,0,0,27,0,0,27,1,False,False,TECHNO KID
kyu kyu ramen 99,0,0,0,0,0,0,3,24,0,0,27,2,False,True,KYU KYU RAMEN 99
alfamart,0,0,0,0,1,1,0,24,0,1,27,4,False,True,ALFAMART
jamaican patties,0,0,0,0,0,0,0,27,0,0,27,1,False,False,JAMAICAN PATTIES
handyman do it best,0,9,0,0,0,0,18,0,0,0,27,2,False,True,Handyman Do It Best
new balance,1,10,1,0,5,1,5,3,0,0,26,7,False,True,NEW BALANCE
popeyes,0,0,1,0,5,1,3,16,0,0,26,5,False,True,POPEYES
blade,0,0,1,0,2,1,5,17,0,0,26,5,False,True,BLADE
sizzling plate,0,0,0,0,0,0,0,26,0,0,26,1,False,False,SIZZLING PLATE
spyder,0,0,1,0,0,0,3,22,0,0,26,3,False,True,SPYDER
alter to fit,0,0,0,0,1,0,0,24,0,1,26,3,False,True,ALTER TO FIT
asianic,0,1,1,0,0,0,0,23,0,1,26,4,False,True,ASIANIC
italiannis,0,13,1,0,5,1,1,5,0,0,26,6,False,True,ITALIANNI'S
zus coffee,0,0,1,0,3,1,12,8,0,1,26,6,False,True,ZUS COFFEE
guanzon mobitek,0,0,0,0,0,0,5,18,1,2,26,4,False,True,GUANZON MOBITEK
lto,0,0,0,1,7,0,11,7,0,0,26,4,False,True,LTO
human,1,2,0,0,0,0,2,20,0,1,26,5,False,True,HUMAN
romantic baboy,0,6,2,0,2,0,5,11,0,0,26,5,False,True,ROMANTIC BABOY
stormtech,0,1,0,0,0,0,9,15,0,0,25,3,False,True,STORMTECH
freshaire,0,0,1,0,0,0,0,23,0,1,25,3,False,True,FRESHAIRE
itel mobile,0,0,1,0,0,0,0,23,1,0,25,3,False,True,ITEL MOBILE
2go,0,2,0,0,0,1,1,21,0,0,25,4,False,True,2GO
toy kingdom,0,0,1,1,0,1,0,22,0,0,25,4,False,True,TOY KINGDOM
love link,0,1,0,0,0,0,1,23,0,0,25,3,False,True,LOVE LINK
a 1 driving,0,0,0,0,2,0,0,23,0,0,25,2,False,True,A-1 DRIVING
parfois,1,6,1,0,0,1,3,13,0,0,25,6,False,True,PARFOIS
wendys,0,1,1,2,3,1,2,15,0,0,25,7,False,True,WENDYS
mango,1,11,0,0,3,0,2,8,0,0,25,5,False,True,MANGO
mumuso,1,13,0,2,4,0,2,0,3,0,25,6,False,True,MUMUSO
julies bakeshop,0,1,1,0,0,0,6,4,0,13,25,5,False,True,Julie's Bakeshop
blue magic,1,0,1,0,0,0,1,21,0,0,24,4,False,True,BLUE MAGIC
cotton on,0,6,1,1,1,0,0,15,0,0,24,5,False,True,COTTON ON
straightforward,1,10,0,0,1,0,1,11,0,0,24,5,False,True,STRAIGHTFORWARD
speedo,1,12,0,0,2,0,2,7,0,0,24,5,False,True,SPEEDO
jg salo,0,0,0,0,0,0,0,24,0,0,24,1,False,False,JG SALO
pandora,1,6,1,0,2,1,2,11,0,0,24,7,False,True,PANDORA
jbl,0,2,1,0,0,0,3,18,0,0,24,4,False,True,JBL
miguelitos ice cream,0,3,2,0,1,0,12,6,0,0,24,5,False,True,MIGUELITO'S ICE CREAM
gingersnaps,0,5,0,0,2,0,3,14,0,0,24,4,False,True,GINGERSNAPS
time depot,0,0,0,1,0,0,2,21,0,0,24,3,False,True,TIME DEPOT
dji,0,2,1,0,0,0,2,19,0,0,24,4,False,True,DJI
res toe run,1,10,1,0,0,0,10,2,0,0,24,5,False,True,RES-TOE-RUN
phlpost,0,0,0,0,0,0,13,10,0,0,23,2,False,True,PHLPOST
infinitea,0,2,0,0,0,0,7,13,1,0,23,4,False,True,INFINITEA
memoxpress,0,8,0,0,0,0,15,0,0,0,23,2,False,True,Memoxpress
